class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,egg_mass_g,incubation_d,fledging_age_d,longevity_y,adult_svl_cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Gliridae,Graphiurus,Graphiurus crassicaudatus,NA,Thick-tailed African Dormouse,NA,2.58,NA,NA,1.083333333,NA,NA,NA,1.083333333,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Gliridae,Graphiurus,Graphiurus johnstoni,NA,Johnston's African Dormouse,NA,3,2,24,6.9,NA,NA,NA,5.8,12.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Gliridae,Graphiurus,Graphiurus kelleni,NA,Kellen's African Dormouse,NA,4.41,NA,10.5,1.666666667,NA,NA,NA,1.666666667,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Gliridae,Graphiurus,Graphiurus lorraineus,NA,Lorraine's African Dormouse,NA,4.99,NA,NA,0.666666667,NA,NA,NA,0.666666667,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Gliridae,Graphiurus,Graphiurus microtis,NA,Large Savanna African Dormouse,NA,3,2,24,6.9,NA,NA,NA,5.8,12.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Gliridae,Graphiurus,Graphiurus monardi,NA,Monard's African Dormouse,NA,NA,NA,NA,1.083333333,NA,NA,NA,1.083333333,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Gliridae,Graphiurus,Graphiurus murinus,NA,Forest African Dormouse,NA,3,2,24,6.9,NA,NA,NA,5.8,12.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Gliridae,Graphiurus,Graphiurus nagtglasii,NA,Nagtglas' African Dormouse,NA,3.11,NA,30,1.083333333,NA,NA,NA,1.083333333,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Gliridae,Graphiurus,Graphiurus ocularis,NA,Spectacled African Dormouse,NA,4.995,3,68.8,3.908333333,NA,NA,NA,3.908333333,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Gliridae,Graphiurus,Graphiurus platyops,NA,Flat-headed African Dormouse,NA,5.17,NA,46.1,7.3,NA,NA,NA,7.266666667,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Gliridae,Graphiurus,Graphiurus rupicola,NA,Rupicolous African Dormouse,NA,5.17,NA,46.1,7.3,NA,NA,NA,7.266666667,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Gliridae,Graphiurus,Graphiurus surdus,NA,Short-eared African Dormouse,NA,4.99,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Gliridae,Muscardinus,Muscardinus avellanarius,NA,Hazel Dormouse,346.11,4.3,1.5,27.315,6,NA,NA,NA,6,8.3185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Gliridae,Myomimus,Myomimus personatus,NA,Masked Mouse-tailed Dormouse,NA,3,2,24,6.9,NA,NA,NA,5.8,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Gliridae,Selevinia,Selevinia betpakdalaensis,NA,Desert Dormouse,NA,6.9,NA,17.12,NA,NA,NA,NA,NA,8.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heptaxodontidae,Elasmodontomys,Elasmodontomys obliquus,NA,Plate-toothed Giant Hutia,NA,NA,NA,13700,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus arenarius,NA,Little Desert Pocket Mouse,NA,2.91,NA,23,NA,NA,NA,NA,NA,6.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus artus,NA,Narrow-skulled Pocket Mouse,NA,NA,NA,22.03,NA,NA,NA,NA,NA,8.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus baileyi,NA,Bailey's Pocket Mouse,NA,3.68,NA,28.77,3.991666667,NA,NA,NA,3.991666667,10.9465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus californicus,NA,California Pocket Mouse,91.308,4,NA,23.01,1.833333333,NA,NA,NA,1.833333333,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus dalquesti,NA,Dalquest's Pocket Mouse,NA,2.91,NA,23,NA,NA,NA,NA,NA,6.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus eremicus,NA,Chihuahuan Pocket Mouse,NA,3.645,NA,15.57,4.408333333,NA,NA,NA,4.408333333,7.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus fallax,NA,San Diego Pocket Mouse,168.31108,3.225,1,18.945,8.333333333,NA,NA,NA,8.3,8.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus formosus,NA,Long-tailed Pocket Mouse,365.232,5.28,1,19.225,7.1,NA,NA,NA,5.0375,19.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus hispidus,NA,Hispid Pocket Mouse,NA,5.12,1.875,35.7,3.991666667,NA,NA,NA,3.991666667,10.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus intermedius,NA,Rock Pocket Mouse,NA,5.015,NA,15.45,6.65,NA,NA,NA,6.65,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus lineatus,NA,Lined Pocket Mouse,NA,NA,NA,23,NA,NA,NA,NA,NA,7.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus nelsoni,NA,Nelson's Pocket Mouse,NA,3.57,NA,14.965,2.583333333,NA,NA,NA,2.583333333,7.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus penicillatus,NA,Desert Pocket Mouse,NA,3.545,NA,15.57,4.408333333,NA,NA,NA,4.408333333,7.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus pernix,NA,Sinaloan Pocket Mouse,NA,NA,NA,17,NA,NA,NA,NA,NA,7.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus rudinoris,NA,Baja California Pocket Mouse,NA,3.68,NA,28.77,3.991666667,NA,NA,NA,3.991666667,10.9465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus spinatus,NA,Spiny Pocket Mouse,NA,3.5,NA,16.34,1.25,NA,NA,NA,1.25,8.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys agilis,NA,Agile Kangaroo Rat,210,2.575,1.5,60.57,1.416666667,NA,NA,NA,1.416666667,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys californicus,NA,California Kangaroo Rat,53.13,3.1,2,65,8.3,NA,NA,NA,8.233333333,11.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys compactus,NA,Gulf Coast Kangaroo Rat,78.82924,3,2,49.25,9.9,NA,NA,NA,9.816666667,16.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys deserti,NA,Desert Kangaroo Rat,50.88,3.29,2.5,106.75,9,NA,NA,NA,8.6,16.9055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys elator,NA,Texas Kangaroo Rat,NA,2.91,NA,105.82,NA,NA,NA,NA,NA,15.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys gravipes,NA,San Quintin Kangaroo Rat,NA,NA,NA,83.96,NA,NA,NA,NA,NA,16.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys heermanni,NA,Heermann's Kangaroo Rat,53.13,3.11,2,64.15,8.3,NA,NA,NA,8.233333333,15.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys ingens,NA,Giant Kangaroo Rat,NA,3.76,2,122.805,5.491666667,NA,NA,NA,5.491666667,17.3915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,NA,Merriam's Kangaroo Rat,101.9606,2.3,1.63,37.805,9.7,NA,NA,NA,9.65,14.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys microps,NA,Chisel-toothed Kangaroo Rat,147.92,2.385,1,55.16,3.658333333,NA,NA,NA,3.658333333,15.6235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys nelsoni,NA,Nelson's Kangaroo Rat,NA,1.94,NA,87.93,NA,NA,NA,NA,NA,16.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys nitratoides,NA,San Joaquin Valley Kangaroo Rat,95.24,2.3,1.63,37.8,9.7,NA,NA,NA,8.316666667,9.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys ordii,NA,Ord's Kangaroo Rat,78.82924,3.15,2,49.6,9.9,NA,NA,NA,9.816666667,15.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys panamintinus,NA,Panamint Kangaroo Rat,94.35212,3.5,1,56.58,5.408333333,NA,NA,NA,4.533333333,12.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys phillipsii,NA,Phillips's Kangaroo Rat,NA,2.59,NA,41,6.733333333,NA,NA,NA,6.733333333,14.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys spectabilis,NA,Banner-tailed Kangaroo Rat,310.33,2.65,2,124.61,12.7,NA,NA,NA,12.64166667,17.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys stephensi,NA,Stephens's Kangaroo Rat,NA,2.62,1.75,66.495,2.083333333,NA,NA,NA,2.083333333,15.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys venustus,NA,Narrow-faced Kangaroo Rat,NA,2,1.5,82,NA,NA,NA,NA,NA,16.3245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Heteromys,Heteromys anomalus,NA,Caribbean Spiny Pocket Mouse,50.82812,2.415,NA,69.3,0.25,NA,NA,NA,0.25,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Heteromys,Heteromys australis,NA,Southern Spiny Pocket Mouse,NA,2.75,NA,267.49,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Heteromys,Heteromys desmarestianus,NA,Desmarest's Spiny Pocket Mouse,234.73398,3.185,3.5,76.4,0.833333333,NA,NA,NA,0.833333333,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Heteromys,Heteromys gaumeri,NA,Gaumer's Spiny Pocket Mouse,NA,2.95,NA,63.59,NA,NA,NA,NA,NA,13.7675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Heteromys,Heteromys nelsoni,NA,Nelson's Spiny Pocket Mouse,NA,NA,NA,67.55,NA,NA,NA,NA,NA,15.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Heteromys,Heteromys oresterus,NA,Mountain Spiny Pocket Mouse,NA,3.705,NA,77.9,NA,NA,NA,NA,NA,11.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Liomys,Liomys adspersus,NA,Panamanian Spiny Pocket Mouse,197.36994,3.2,1.44,57.995,1.75,NA,NA,NA,1.5,12.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Liomys,Liomys irroratus,NA,Mexican Spiny Pocket Mouse,NA,4.11,NA,46.5,NA,NA,NA,NA,NA,12.5275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Liomys,Liomys pictus,NA,Painted Spiny Pocket Mouse,105.16568,3.585,NA,46.64,NA,NA,NA,NA,NA,11.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Liomys,Liomys salvini,NA,Salvin's Spiny Pocket Mouse,65.4374,3.56,1.725,43.2,NA,NA,NA,NA,NA,10.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Liomys,Liomys spectabilis,NA,Jaliscan Spiny Pocket Mouse,NA,5,NA,65,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Microdipodops,Microdipodops megacephalus,NA,Dark Kangaroo Mouse,NA,3.9,NA,13.405,5.416666667,NA,NA,NA,5.4,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Microdipodops,Microdipodops pallidus,NA,Pale Kangaroo Mouse,NA,3.895,NA,13.55,0.75,NA,NA,NA,0.75,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus alticolus,NA,White-eared Pocket Mouse,NA,NA,NA,23.99,NA,NA,NA,NA,NA,7.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus amplus,NA,Arizona Pocket Mouse,NA,NA,NA,11.835,5.908333333,NA,NA,NA,5.904166667,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus fasciatus,NA,Olive-backed Pocket Mouse,NA,4.99,1,11.42,NA,NA,NA,NA,NA,7.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus flavescens,NA,Plains Pocket Mouse,83.699,4.56,1.75,9.105,5,NA,NA,NA,3.083333333,6.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus flavus,NA,Silky Pocket Mouse,NA,4.185,1.665,7.97,5,NA,NA,NA,5,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus inornatus,NA,San Joaquin Pocket Mouse,150.8611067,4.45,1.33,8.575,8.333333333,NA,NA,NA,8.3,7.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus longimembris,NA,Little Pocket Mouse,150.8611067,4.45,1.25,8.35,8.333333333,NA,NA,NA,8.3,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus merriami,NA,Merriam's Pocket Mouse,NA,4.34,2,7.47,4,NA,NA,NA,2.5,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus parvus,NA,Great Basin Pocket Mouse,100,4.8,1.6,20.1,5.8,NA,NA,NA,5.770833333,8.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Hystricidae,Atherurus,Atherurus africanus,NA,African Brush-tailed Porcupine,NA,1.5,2.5,2875.65,22.91666667,NA,NA,NA,22.9,50.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Hystricidae,Atherurus,Atherurus macrourus,NA,Asiatic Brush-tailed Porcupine,NA,1.585,NA,2000,13.55833333,NA,NA,NA,13.55833333,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix africaeaustralis,NA,Cape Porcupine,438.45,2.1,1.67,14936.02,23.1,NA,NA,NA,23.04166667,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix brachyura,NA,Malayan Porcupine,NA,1.455,NA,8000,27.3,NA,NA,NA,27.3,63.1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix crassispinis,NA,Thick-spined Porcupine,NA,NA,NA,4584.6,1.416666667,NA,NA,NA,1.416666667,60.3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix cristata,NA,Crested Porcupine,NA,2.3,2,19166.665,28.525,NA,NA,NA,28,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix indica,NA,Indian Crested Porcupine,NA,2,2.03,17325,27.1,NA,NA,NA,27.1,83.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix javanica,NA,Sunda Porcupine,NA,1.455,NA,8000,27.3,NA,NA,NA,27.275,63.1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix pumila,NA,Phillipine Porcupine,NA,NA,NA,3142.13,9.5,NA,NA,NA,9.5,60.3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix sumatrae,NA,Sumatran Porcupine,NA,NA,NA,4200,13.225,NA,NA,NA,13.225,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Hystricidae,Trichys,Trichys fasciculata,NA,Long-tailed Porcupine,NA,NA,NA,1750,11.80833333,NA,NA,NA,10.1,44.7495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Abditomys,Abditomys latidens,NA,Luzon Broad-toothed Rat,NA,NA,NA,268.09,NA,NA,NA,NA,NA,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Abeomelomys,Abeomelomys sevia,NA,Papuan Abeomelomys,NA,1,NA,57.89,NA,NA,NA,NA,NA,15.8645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys airensis,NA,Western Saharan Spiny mouse,58,2.47,3.5,45.2,7.483333333,NA,NA,NA,5.45,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys cahirinus,NA,Northeast African Spiny Mouse,58,2.47,3.5,45.2,7.483333333,NA,NA,NA,5.45,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys chudeaui,NA,Chudeau's Spiny Mouse,58,2.47,3.5,45.2,7.483333333,NA,NA,NA,5.45,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys cilicicus,NA,Turkish Spiny Mouse,NA,NA,NA,NA,4,NA,NA,NA,3.995833333,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys cineraceus,NA,Gray Spiny Mouse,58,2.47,3.5,43.6,7.483333333,NA,NA,NA,5,12.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys dimidiatus,NA,Eastern Spiny Mouse,58,2.47,3.5,45.2,7.483333333,NA,NA,NA,5.45,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys ignitus,NA,Fiery Spiny Mouse,58,2.47,3.5,45.2,7.483333333,NA,NA,NA,5.45,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys johannis,NA,Johan's Spiny Mouse,58,2.47,3.5,43.6,7.483333333,NA,NA,NA,5,12.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys kempi,NA,Kemp's Spiny Mouse,58,2.47,3.5,43.6,7.483333333,NA,NA,NA,5.45,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys louisae,NA,Louise's Spiny Mouse,NA,NA,NA,27.085,NA,NA,NA,NA,NA,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys minous,NA,Crete Spiny Mouse,58,2.47,3.5,45.2,7.483333333,NA,NA,NA,5,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys mullah,NA,Mullah Spiny Mouse,58,2.47,3.5,45.2,7.483333333,NA,NA,NA,5.45,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys nesiotes,NA,Cyprus Spiny Mouse,58,2.47,3.5,45.2,7.483333333,NA,NA,NA,5.45,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys percivali,NA,Percival's Spiny Mouse,NA,NA,NA,21.99,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys russatus,NA,Golden Spiny Mouse,91.308,2.5,NA,54.915,5,NA,NA,NA,4.4125,11.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys seurati,NA,Seurat's Spiny Mouse,58,2.47,3.5,45.2,7.483333333,NA,NA,NA,5.45,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys spinosissimus,NA,Southern African Spiny Mouse,NA,2.71,NA,27.01,NA,NA,NA,NA,NA,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys subspinosus,NA,Cape Spiny Mouse,NA,NA,NA,32.25,NA,NA,NA,NA,NA,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Acomys,Acomys wilsoni,NA,Wilson's Spiny mouse,NA,2.29,3.5,20.96,5.6,NA,NA,NA,5.5875,12.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Aethomys,Aethomys bocagei,NA,Bocage's Aethomys,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Aethomys,Aethomys chrysophilus,NA,Red Veld Aethomys,105.39686,3.345,NA,79.7,0.75,NA,NA,NA,0.75,16.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Aethomys,Aethomys hindei,NA,Hinde's Aethomys,96.05,2.9,NA,98.495,2.741666667,NA,NA,NA,1.745833333,16.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Aethomys,Aethomys ineptus,NA,Tete Veld Aethomys,105.39686,3.345,NA,80.85,0.75,NA,NA,NA,0.75,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Aethomys,Aethomys kaiseri,NA,Kaiser's Aethomys,96.05,2.9,NA,98.495,2.741666667,NA,NA,NA,1.745833333,16.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Aethomys,Aethomys nyikae,NA,Nyika Aethomys,NA,3.56,NA,NA,NA,NA,NA,NA,NA,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Aethomys,Aethomys silindensis,NA,Seilinda Aethomys,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Aethomys,Aethomys thomasi,NA,Thomas's Aethomys,96.05,2.9,NA,98.495,2.741666667,NA,NA,NA,1.745833333,16.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Ammodillus,Ammodillus imbellis,NA,Ammodile,NA,NA,NA,49.99,NA,NA,NA,NA,NA,10.0745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Anisomys,Anisomys imitator,NA,Uneven-toothed Rat,NA,NA,NA,510.5,NA,NA,NA,NA,NA,28.1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Muridae,Anonymomys,Anonymomys mindorensis,NA,Mindoro Forest Anonymomys,NA,NA,NA,56.21,NA,NA,NA,NA,NA,12.3925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
