class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,egg_mass_g,incubation_d,fledging_age_d,longevity_y,adult_svl_cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Drymophila,Drymophila ferruginea,NA,Ferruginous Antbird,NA,NA,NA,10.65,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Drymophila,Drymophila hellmayri,NA,Santa Marta Antbird,NA,NA,NA,11.9,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Drymophila,Drymophila klagesi,NA,Klages's Antbird,NA,NA,NA,11.9,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Drymophila,Drymophila malura,NA,Dusky-tailed Antbird,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Drymophila,Drymophila ochropyga,NA,Ochre-rumped Antbird,NA,NA,NA,10.475,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Drymophila,Drymophila rubricollis,NA,Bertoni's Antbird,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Drymophila,Drymophila squamata,NA,Scaled Antbird,NA,2,NA,10.775,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Drymophila,Drymophila striaticeps,NA,Streak-headed Antbird,NA,NA,NA,11.9,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus leucostictus,NA,White-streaked Antvireo,NA,2,NA,20.35,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus mentalis,NA,Plain Antvireo,NA,2,NA,15.1,NA,2.22,15,9,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus plumbeus,NA,Plumbeous Antvireo,NA,2,NA,20.5,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus puncticeps,NA,Spot-crowned Antvireo,NA,2,NA,14.9,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus striaticeps,NA,Streak-crowned Antvireo,NA,2,NA,12,NA,NA,14,11,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus xanthopterus,NA,Rufous-backed Antvireo,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla erythrura,NA,Rufous-tailed Antwren,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla fjeldsaai,NA,Yasuni Antwren,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla fulviventris,NA,Checker-throated Antwren,NA,2,NA,10.4,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla gutturalis,NA,Brown-bellied Antwren,NA,2,NA,9.2,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla haematonota,NA,Stipple-throated Antwren,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla leucophthalma,NA,White-eyed Antwren,NA,NA,NA,9.375,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla ornata,NA,Ornate Antwren,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla spodionota,NA,Foothill Antwren,NA,NA,NA,9.7,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Formicivora,Formicivora erythronotos,NA,Black-hooded Antwren,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Formicivora,Formicivora grisea,NA,Southern White-fringed Antwren,NA,2,NA,10.4,NA,1.63,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Formicivora,Formicivora iheringi,NA,Narrow-billed Antwren,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Formicivora,Formicivora intermedia,NA,Northern White-fringed Antwren,NA,2,NA,10.4,NA,1.63,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Formicivora,Formicivora melanogaster,NA,Black-bellied Antwren,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Formicivora,Formicivora rufa,NA,Rusty-backed Antwren,NA,2,NA,10.95,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Formicivora,Formicivora serrana,NA,Serra Antwren,NA,2,NA,13.25,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Frederickena,Frederickena fulva,NA,Fulvous Antshrike,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Frederickena,Frederickena unduliger,NA,Undulated Antshrike,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Frederickena,Frederickena viridis,NA,Black-throated Antshrike,NA,2,NA,74.75,NA,8.5,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Gymnocichla,Gymnocichla nudiceps,NA,Bare-crowned Antbird,NA,2,NA,30.75,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Gymnopithys,Gymnopithys bicolor,NA,Bicolored Antbird,NA,2,NA,28.43333333,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Gymnopithys,Gymnopithys leucaspis,NA,White-cheeked Antbird,NA,2,NA,28.43333333,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Gymnopithys,Gymnopithys lunulatus,NA,Lunulated Antbird,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Gymnopithys,Gymnopithys rufigula,NA,Rufous-throated Antbird,NA,2,NA,29.1,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Gymnopithys,Gymnopithys salvini,NA,White-throated Antbird,NA,2,NA,25.9,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Herpsilochmus,Herpsilochmus atricapillus,NA,Black-capped Antwren,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Herpsilochmus,Herpsilochmus axillaris,NA,Yellow-breasted Antwren,NA,NA,NA,11.7,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Herpsilochmus,Herpsilochmus dorsimaculatus,NA,Spot-backed Antwren,NA,NA,NA,9.925,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Herpsilochmus,Herpsilochmus dugandi,NA,Dugand's Antwren,NA,NA,NA,9.95,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Herpsilochmus,Herpsilochmus gentryi,NA,Ancient Antwren,NA,NA,NA,10.6,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Herpsilochmus,Herpsilochmus longirostris,NA,Large-billed Antwren,NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Herpsilochmus,Herpsilochmus motacilloides,NA,Creamy-bellied Antwren,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Herpsilochmus,Herpsilochmus pileatus,NA,Bahia Antwren,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Herpsilochmus,Herpsilochmus rufimarginatus,NA,Rufous-winged Antwren,NA,NA,NA,11.2,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Herpsilochmus,Herpsilochmus sellowi,NA,Caatinga Antwren,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Herpsilochmus,Herpsilochmus stictocephalus,NA,Todd's Antwren,NA,NA,NA,8.75,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Herpsilochmus,Herpsilochmus sticturus,NA,Spot-tailed Antwren,NA,NA,NA,9.725,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Hylophylax,Hylophylax naevioides,NA,Spotted Antbird,NA,2,NA,17.85,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Hylophylax,Hylophylax naevius,NA,Spot-backed Antbird,NA,1.7,NA,14.2,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Hylophylax,Hylophylax punctulatus,NA,Dot-backed Antbird,NA,2,NA,12.45,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Hypocnemis,Hypocnemis cantator,NA,Guianan Warbling Antbird,NA,2,NA,12.3,NA,2.2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Hypocnemis,Hypocnemis flavescens,NA,Imeri Warbling Antbird,NA,2,NA,12.3,NA,2.2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Hypocnemis,Hypocnemis hypoxantha,NA,Yellow-browed Antbird,NA,NA,NA,11.625,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Hypocnemis,Hypocnemis ochrogyna,NA,Rondonia Warbling Antbird,NA,2,NA,12.3,NA,2.2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Hypocnemis,Hypocnemis peruviana,NA,Peruvian Warbling Antbird,NA,2,NA,12.3,NA,2.2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Hypocnemis,Hypocnemis striata,NA,Spix's Warbling Antbird,NA,2,NA,12.3,NA,2.2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Hypocnemis,Hypocnemis subflava,NA,Yellow-breasted Warbling Antbird,NA,2,NA,12.3,NA,2.2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Hypocnemoides,Hypocnemoides maculicauda,NA,Band-tailed Antbird,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Hypocnemoides,Hypocnemoides melanopogon,NA,Black-chinned Antbird,NA,2,NA,14.6,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Hypoedaleus,Hypoedaleus guttatus,NA,Spot-backed Antshrike,NA,NA,NA,38.775,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Isleria,Isleria hauxwelli,NA,Plain-throated Antwren,NA,2,NA,11.35,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Mackenziaena,Mackenziaena leachii,NA,Large-tailed Antshrike,NA,NA,NA,68.875,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Mackenziaena,Mackenziaena severa,NA,Tufted Antshrike,NA,NA,NA,51.9,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Megastictus,Megastictus margaritatus,NA,Pearly Antshrike,NA,2,NA,19.975,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Microrhopias,Microrhopias quixensis,NA,Dot-winged Antwren,NA,2,NA,8.45,NA,1.5,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza atrothorax,NA,Black-throated Antbird,NA,2,NA,16.25,NA,2.7,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza castanea,NA,Northern Chestnut-tailed Antbird,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza disjuncta,NA,Yapacana Antbird,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza exsul,NA,Chestnut-backed Antbird,NA,2,NA,26.375,10.66666667,3.43,NA,NA,10.66666667,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza ferruginea,NA,Ferruginous-backed Antbird,NA,2,NA,26.1,NA,3.24,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza fortis,NA,Sooty Antbird,NA,2,NA,45.95,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza goeldii,NA,Goeldi's Antbird,NA,1.4,NA,42,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza griseiceps,NA,Grey-headed Antbird,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza hemimelaena,NA,Southern Chestnut-tailed Antbird,NA,2,NA,16,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza hyperythra,NA,Plumbeous Antbird,NA,2,NA,41,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza immaculata,NA,Blue-lored Antbird,NA,NA,NA,47.7,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza laemosticta,NA,Dull-mantled Antbird,NA,2,NA,25,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza longipes,NA,White-bellied Antbird,NA,2,NA,26.3,NA,3.7,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza loricata,NA,White-bibbed Antbird,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza melanoceps,NA,White-shouldered Antbird,NA,2,NA,38.5,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza nigricauda,NA,Esmeraldas Antbird,NA,2,NA,24.5,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza palliata,NA,Magdalena Antbird,NA,2,NA,25,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza pelzelni,NA,Grey-bellied Antbird,NA,NA,NA,17.75,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza ruficauda,NA,Scalloped Antbird,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza squamosa,NA,Squamate Antbird,NA,NA,NA,18.375,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmeciza,Myrmeciza zeledoni,NA,Zeledon's Antbird,NA,NA,NA,47.7,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmoborus,Myrmoborus leucophrys,NA,White-browed Antbird,NA,2,NA,21.175,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmoborus,Myrmoborus lugubris,NA,Ash-breasted Antbird,NA,NA,NA,21.5,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmoborus,Myrmoborus myotherinus,NA,Black-faced Antbird,NA,2,NA,18.725,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmochanes,Myrmochanes hemileucus,NA,Black-and-white Antbird,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmorchilus,Myrmorchilus strigilatus,NA,Stripe-backed Antbird,NA,2,NA,23,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmornis,Myrmornis torquata,NA,Wing-banded Antbird,NA,1,NA,46.7,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula ambigua,NA,Yellow-throated Antwren,NA,NA,NA,6.75,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula assimilis,NA,Leaden Antwren,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula axillaris,NA,White-flanked Antwren,NA,2,NA,8.05,NA,1.42,16,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula behni,NA,Plain-winged Antwren,NA,NA,NA,7.975,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula brachyura,NA,Pygmy Antwren,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula cherriei,NA,Cherrie's Antwren,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula fluminensis,NA,Rio de Janeiro Antwren,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula grisea,NA,Yungas Antwren,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula guttata,NA,NA,NA,2,NA,11,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula ignota,NA,Moustached Antwren,NA,NA,NA,6.75,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula iheringi,NA,Ihering's Antwren,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula klagesi,NA,Klages's Antwren,NA,NA,NA,7.85,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula longicauda,NA,Stripe-chested Antwren,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula longipennis,NA,Long-winged Antwren,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula luctuosa,NA,Silvery-flanked Antwren,NA,2,NA,8.05,NA,1.42,16,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula menetriesii,NA,Grey Antwren,NA,2,NA,8.55,NA,1.15,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula minor,NA,Salvadori's Antwren,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula multostriata,NA,Amazonian Streaked Antwren,NA,2,NA,8.25,NA,1.34,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula pacifica,NA,Pacific Antwren,NA,2,NA,8.375,NA,1.34,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula schisticolor,NA,Slaty Antwren,NA,2,NA,9.6,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula sclateri,NA,Sclater's Antwren,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula snowi,NA,Alagoas Antwren,NA,NA,NA,9.75,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula surinamensis,NA,Guianan Streaked Antwren,NA,2,NA,8.3,NA,1.34,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
