baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Solyc07g018200.1	29.5943849499336	-0.598821971905607	0.932783858989452	-0.641972913804867	0.520890769991797	0.981852828693249
Solyc07g161920.1	0	NA	NA	NA	NA	NA
Solyc07g160160.1	0	NA	NA	NA	NA	NA
Solyc07g161910.1	0	NA	NA	NA	NA	NA
Solyc07g161930.1	0	NA	NA	NA	NA	NA
Solyc07g018210.3	214.332625044791	-0.127309912961051	0.318960881757843	-0.399139581817765	0.68979035841805	0.997075158114377
Solyc07g160270.1	3.68114623520329	1.06845350427502	1.45560528948128	0.734026945351213	0.462932315925088	0.976609225535318
Solyc07g018220.3	285.450373188389	-0.0523327625249349	0.278892604170208	-0.187644855913771	0.851155060831308	0.999076998952386
Solyc07g018230.2	17.2130486594963	0.176302044774067	0.67664121846196	0.260554692743683	0.794435932938276	0.999076998952386
Solyc07g018240.1	0.114104635113739	-1.14353122633841	4.85677794710338	-0.235450588598646	0.813859025439533	NA
Solyc07g018250.1	0	NA	NA	NA	NA	NA
Solyc07g018270.3	1292.81500457525	-0.291322254858912	0.139686236937803	-2.08554730405278	0.0370196489594609	0.518663563230175
Solyc07g018290.4	167.818471690156	-0.116594726552405	0.380773960181938	-0.306204569494968	0.759448893452029	0.999076998952386
Solyc07g018300.3	236.647105962534	0.0866820154575249	0.313935532053402	0.276114063580353	0.782460459231705	0.999076998952386
Solyc07g018310.5	12.151537494165	0.0974638337727965	0.630815356740434	0.154504535647981	0.877211935232293	0.999076998952386
Solyc07g018320.3	0	NA	NA	NA	NA	NA
Solyc07g018340.3	116.383024816799	-0.545979428135571	0.564405342870528	-0.967353401296231	0.333367396537955	0.954626706041134
Solyc07g018350.2	1128.19577382185	-0.131609051756575	0.101139661208631	-1.30126055578822	0.19316928374726	0.875631912174418
Solyc07g018360.3	805.776590973403	-0.143684221530824	0.208462121712828	-0.689258174819691	0.490660813360427	0.977211747696116
Solyc07g018370.3	16.2405537834008	0.55862631813358	0.70520653589121	0.792145690237558	0.428275731430993	0.97454718910968
Solyc07g018380.1	0	NA	NA	NA	NA	NA
Solyc07g150117.1	0	NA	NA	NA	NA	NA
Solyc07g018390.3	28.2103153462629	-0.303018509815945	0.493621153630716	-0.613868566181093	0.539302183454103	0.985915970604231
Solyc07g018397.1	1.18121211833959	-0.181747468286862	2.46331501269312	-0.0737816590043669	0.941184121236695	NA
Solyc07g018405.2	0.333179045156906	0.604459277507177	4.82967540590747	0.125155259247407	0.900400636610249	NA
Solyc07g160480.1	0	NA	NA	NA	NA	NA
Solyc07g160490.1	0	NA	NA	NA	NA	NA
Solyc07g161940.1	0	NA	NA	NA	NA	NA
Solyc07g160500.1	0.395899470410154	-1.87187601504511	4.83118260433668	-0.387457102814709	0.698417836586947	NA
Solyc07g018430.3	659.469215035049	-0.0493917144540214	0.467385966732417	-0.105676502868343	0.915839023935	0.999076998952386
Solyc07g018433.1	0	NA	NA	NA	NA	NA
Solyc07g019430.1	0.35938904911508	0	4.85677794710338	0	1	NA
Solyc07g160510.1	1.10971379857662	0.88048607518526	2.15525683314024	0.408529536548264	0.682884950441972	NA
Solyc07g019440.3	1134.57996279518	0.125089452573876	0.190176314301558	0.657755162798693	0.510695469837025	0.979485594359316
Solyc07g019450.3	15.2175253693542	0.24852228351966	0.558804645857761	0.444739114754818	0.65650829876983	0.997075158114377
Solyc07g019460.3	9099.35658515757	0.49913665555099	0.276542970754222	1.80491535977097	0.071087927855443	0.665530261209236
Solyc07g019480.1	0	NA	NA	NA	NA	NA
Solyc07g019490.1	0	NA	NA	NA	NA	NA
Solyc07g019497.2	0	NA	NA	NA	NA	NA
Solyc07g019498.1	0	NA	NA	NA	NA	NA
Solyc07g019500.2	0	NA	NA	NA	NA	NA
Solyc07g019510.4	0.967534390184078	1.71575480261626	2.48478955441132	0.690503064764671	0.489877883286935	NA
Solyc07g019520.1	0.0881137363125708	0	4.85677794710338	0	1	NA
Solyc07g019530.3	937.32928641029	-0.170847055171547	0.13858220379278	-1.23282102965409	0.217642543568917	0.896046783189683
Solyc07g160520.1	0	NA	NA	NA	NA	NA
Solyc07g160530.1	1.1648468834257	0.296364256559165	2.25867809154005	0.131211374329616	0.895608098337434	NA
Solyc07g019550.1	0.734569327352896	0	4.85677794710338	0	1	NA
Solyc07g160550.1	0.215845437461142	-1.14353122633841	4.85677794710338	-0.235450588598646	0.813859025439533	NA
Solyc07g019560.1	0	NA	NA	NA	NA	NA
Solyc07g019570.1	0	NA	NA	NA	NA	NA
Solyc07g160560.1	0.983240066368355	-2.66904945366555	3.5384549895627	-0.754297980767988	0.450670314543173	NA
Solyc07g160570.1	0	NA	NA	NA	NA	NA
Solyc12g035555.2	0	NA	NA	NA	NA	NA
Solyc07g019577.1	0.126056133333513	1.78561637192305	4.81322445481313	0.370981322123356	0.710651443426315	NA
Solyc07g019620.3	0.053318661737665	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc07g160170.1	0.196000430526695	0	4.85677794710338	0	1	NA
Solyc07g160580.1	0	NA	NA	NA	NA	NA
Solyc07g019630.1	0	NA	NA	NA	NA	NA
Solyc07g150119.1	0.0591681054917632	0	4.85677794710338	0	1	NA
Solyc07g019650.4	23.8918875164155	0.458999282278449	0.552348647408193	0.830995575769452	0.40597612869688	0.968317877389287
Solyc07g019670.4	2060.69383549392	-0.203563170787979	0.268680713677202	-0.757639683183748	0.448666716886457	0.976330482795946
Solyc07g160590.1	0	NA	NA	NA	NA	NA
Solyc07g160010.1	0	NA	NA	NA	NA	NA
Solyc07g020710.3	363.446714810131	-0.226096941848927	0.180205055041209	-1.25466481391004	0.209600464022818	0.891022970188883
Solyc07g020730.1	0.0591681054917632	0	4.85677794710338	0	1	NA
Solyc07g020735.1	0.548665999092014	-1.47064503509202	3.02147191318095	-0.486731327429004	0.626448741584417	NA
Solyc07g160600.1	0.0865252931858461	-1.14353122633841	4.85677794710338	-0.235450588598646	0.813859025439533	NA
Solyc07g020780.1	0.499250187149306	3.77918581541298	4.73745849104907	0.797724312002597	0.425030492128479	NA
Solyc07g020790.4	149.810149405964	0.287802579177309	0.38290756995006	0.751624156228734	0.452277112243377	0.976330482795946
Solyc07g020795.1	0	NA	NA	NA	NA	NA
Solyc07g160020.1	0	NA	NA	NA	NA	NA
Solyc07g020800.3	178.15479682258	0.205608037174246	0.265583623830569	0.774174379461797	0.438827677078945	0.975385872995909
Solyc07g020830.1	0	NA	NA	NA	NA	NA
Solyc07g160610.1	0	NA	NA	NA	NA	NA
Solyc07g020860.3	12489.0058093553	0.0159836284006768	0.266615044311592	0.0599502118942575	0.952195288470909	0.999076998952386
Solyc07g160620.1	0	NA	NA	NA	NA	NA
Solyc07g020870.3	119.580968780261	0.390324132187222	0.407228596360416	0.958489005133045	0.337816233075519	0.956463951546944
Solyc07g160630.1	0	NA	NA	NA	NA	NA
Solyc07g160640.1	0	NA	NA	NA	NA	NA
Solyc07g160650.1	0.0591681054917632	0	4.85677794710338	0	1	NA
Solyc07g160670.1	0	NA	NA	NA	NA	NA
Solyc07g160660.1	0	NA	NA	NA	NA	NA
Solyc07g020880.1	3.73024269658285	0.365294978077751	2.03786710629962	0.179253581820189	0.857738592780947	0.999076998952386
Solyc07g160680.1	0	NA	NA	NA	NA	NA
Solyc07g160690.1	0	NA	NA	NA	NA	NA
Solyc07g020890.1	0	NA	NA	NA	NA	NA
Solyc07g160700.1	0	NA	NA	NA	NA	NA
Solyc07g020900.1	0	NA	NA	NA	NA	NA
Solyc07g020910.2	0	NA	NA	NA	NA	NA
Solyc07g020920.1	0	NA	NA	NA	NA	NA
Solyc07g160330.1	0.053318661737665	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc07g160340.1	0	NA	NA	NA	NA	NA
Solyc07g020960.3	1447.45833019074	-0.00188069471658401	0.182718956891987	-0.0102928275673978	0.991787656802977	0.999816728329297
Solyc07g160350.1	0	NA	NA	NA	NA	NA
Solyc07g020964.2	0.593407721464313	-1.14353249472248	4.62277020712921	-0.247369530278388	0.804622252855862	NA
Solyc07g160710.1	0	NA	NA	NA	NA	NA
Solyc07g020962.2	0	NA	NA	NA	NA	NA
Solyc07g020980.1	0	NA	NA	NA	NA	NA
Solyc07g020985.2	0.0674677812439482	0	4.85677794710338	0	1	NA
Solyc07g020990.1	0	NA	NA	NA	NA	NA
Solyc07g021000.1	0	NA	NA	NA	NA	NA
Solyc07g021020.4	3.20152111933468	-2.21778784263269	1.56105342831177	-1.42069951124681	0.155404134686156	0.836116989778638
Solyc07g160720.1	0	NA	NA	NA	NA	NA
Solyc07g021030.3	0	NA	NA	NA	NA	NA
Solyc07g021040.3	0	NA	NA	NA	NA	NA
Solyc07g021070.1	0	NA	NA	NA	NA	NA
Solyc07g021080.1	0	NA	NA	NA	NA	NA
Solyc07g021100.1	0	NA	NA	NA	NA	NA
Solyc07g160730.1	0	NA	NA	NA	NA	NA
Solyc07g021115.1	92.2770032137933	-0.147432048350653	0.315199964571676	-0.467741322721905	0.639969586487205	0.995055753416811
Solyc07g021120.3	65.5440597706198	-0.340758166061371	0.556195907746885	-0.612658527894895	0.540102149912515	0.986298052664282
Solyc07g021140.1	0	NA	NA	NA	NA	NA
Solyc07g021150.1	0	NA	NA	NA	NA	NA
Solyc07g021152.2	0	NA	NA	NA	NA	NA
Solyc07g021155.1	0.196000430526695	0	4.85677794710338	0	1	NA
Solyc07g021170.3	1.20352864176465	0.9560610099438	2.48927263863608	0.38407243750835	0.700924759419884	NA
Solyc07g160740.1	0	NA	NA	NA	NA	NA
Solyc07g021180.3	0	NA	NA	NA	NA	NA
Solyc07g021200.1	0	NA	NA	NA	NA	NA
Solyc07g021205.1	0	NA	NA	NA	NA	NA
Solyc07g021210.1	0	NA	NA	NA	NA	NA
Solyc07g021220.3	0	NA	NA	NA	NA	NA
Solyc07g160750.1	0	NA	NA	NA	NA	NA
Solyc07g021230.1	0.0630280666667566	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc07g021240.1	0	NA	NA	NA	NA	NA
Solyc07g021250.1	0	NA	NA	NA	NA	NA
Solyc07g021260.1	0	NA	NA	NA	NA	NA
Solyc07g021270.1	0	NA	NA	NA	NA	NA
Solyc07g021280.1	0	NA	NA	NA	NA	NA
Solyc07g021290.1	0	NA	NA	NA	NA	NA
Solyc07g021300.1	0	NA	NA	NA	NA	NA
Solyc09g074185.2	0	NA	NA	NA	NA	NA
Solyc07g150120.1	2227.26224481492	0.640914338499098	0.512103968512905	1.25153167697615	0.210740564039176	0.891661609684482
Solyc07g021350.1	0	NA	NA	NA	NA	NA
Solyc07g021360.1	0	NA	NA	NA	NA	NA
Solyc07g021370.1	0	NA	NA	NA	NA	NA
Solyc07g021380.1	0	NA	NA	NA	NA	NA
Solyc07g160760.1	0.0980002152633473	0	4.85677794710338	0	1	NA
Solyc07g160770.1	2.90079160288015	2.50961126392656	1.99832411946302	1.25585796592443	0.209167470859432	0.891022970188883
Solyc07g021400.1	0.61053739415401	1.5742748867917	3.71953178658208	0.423245445158117	0.672116193033522	NA
Solyc07g021405.2	0	NA	NA	NA	NA	NA
Solyc07g160790.1	0	NA	NA	NA	NA	NA
Solyc07g160780.1	0	NA	NA	NA	NA	NA
Solyc07g021410.1	0	NA	NA	NA	NA	NA
Solyc07g150121.1	0	NA	NA	NA	NA	NA
Solyc07g021440.1	0	NA	NA	NA	NA	NA
Solyc07g021450.3	0	NA	NA	NA	NA	NA
Solyc07g021460.3	0.110472992420723	0	4.85677794710338	0	1	NA
Solyc07g150123.2	0	NA	NA	NA	NA	NA
Solyc07g021490.3	0.412979764885238	-2.40415061031596	4.79818020987944	-0.50105467180366	0.616332646615683	NA
Solyc06g016830.2	0	NA	NA	NA	NA	NA
Solyc07g021500.1	0	NA	NA	NA	NA	NA
Solyc07g021505.1	0	NA	NA	NA	NA	NA
Solyc07g021510.3	0	NA	NA	NA	NA	NA
Solyc07g021540.3	1201.03287482001	0.264904506259905	0.27882697577897	0.950067709624691	0.34207784923676	0.95783596433643
Solyc07g021550.3	323.675270875287	0.0231616648579949	0.270435037282845	0.0856459469553507	0.931747872232739	0.999076998952386
Solyc07g021570.1	0	NA	NA	NA	NA	NA
Solyc07g161950.1	0	NA	NA	NA	NA	NA
Solyc07g160800.1	0	NA	NA	NA	NA	NA
Solyc07g021610.1	274.644681794387	0.191394965421081	0.303942617730409	0.629707564046989	0.52888593274239	0.98301601048539
Solyc07g021620.1	102.087030198863	-0.711729162850068	0.324813867362583	-2.19119081530955	0.0284379869781869	0.451368524785949
Solyc07g021630.3	110.17949540421	-3.42045176605662	0.859410861324699	-3.97999597164076	6.8916436041156e-05	0.00875438181154194
Solyc07g021640.3	1.14704264614331	0.780046277002901	2.47917546713812	0.314639398196111	0.753035461893406	NA
Solyc07g021650.3	96.6200156717193	-0.0407884025209005	0.299919704994989	-0.135997741534128	0.891823066371976	0.999076998952386
Solyc07g021660.2	0.11610744096402	1.67747050976429	4.82102929919509	0.347948623760564	0.727878767637166	NA
Solyc07g021670.2	0	NA	NA	NA	NA	NA
Solyc07g021700.3	193.183995555477	0.0575121933622889	0.314284168450953	0.182994242585478	0.854802536092249	0.999076998952386
Solyc07g021710.3	3.9986963959119	-0.445974537488823	1.11808054340293	-0.398875143763326	0.689985204949847	0.997075158114377
Solyc07g021730.3	0	NA	NA	NA	NA	NA
Solyc07g021740.2	0	NA	NA	NA	NA	NA
Solyc07g021750.1	361.183543328269	0.025607299532945	0.247337655373362	0.103531746891876	0.917540954491733	0.999076998952386
Solyc07g022760.5	6427.70371911245	-0.181459997643637	0.386153619334121	-0.46991660457966	0.638414600645046	0.995055753416811
Solyc07g160810.1	0	NA	NA	NA	NA	NA
Solyc07g022790.4	883.280977598679	0.0586412553876925	0.135492068162346	0.432802127704102	0.665158527466475	0.997075158114377
Solyc07g022800.1	0.0865252931858461	-1.14353122633841	4.85677794710338	-0.235450588598646	0.813859025439533	NA
Solyc07g160820.1	0.182849923704491	1.56624456524857	4.82967449566467	0.324296092139232	0.74571387798091	NA
Solyc07g022810.1	0	NA	NA	NA	NA	NA
Solyc07g022815.1	15.6374361097757	-2.28631967106154	1.25243226505008	-1.82550364986814	0.0679250609080414	0.657138473454945
Solyc07g022830.3	38.7482607195348	0.516526662946273	0.900216241430118	0.573780653108079	0.566116242344733	0.989055347530816
Solyc07g022840.1	0	NA	NA	NA	NA	NA
Solyc07g022850.1	0	NA	NA	NA	NA	NA
Solyc07g022860.4	494.923646339124	-0.1427692147984	0.231499989832912	-0.616713697920441	0.537423584576245	0.985915970604231
Solyc07g022880.3	0	NA	NA	NA	NA	NA
Solyc07g022890.1	0	NA	NA	NA	NA	NA
Solyc07g022900.4	36.9774669570082	0.31306038154356	0.66645566373402	0.469739246853338	0.638541324234319	0.995055753416811
Solyc07g022910.3	3144.84811621154	-0.0328391179737724	0.262460683328968	-0.125120142023756	0.900428437572618	0.999076998952386
Solyc07g022920.3	438.626887326124	-0.0662343245761738	0.205533632739839	-0.322255407512853	0.747259212245572	0.999076998952386
Solyc07g160830.1	0	NA	NA	NA	NA	NA
Solyc07g023980.1	0	NA	NA	NA	NA	NA
Solyc07g023990.3	3.15600396702101	-0.0689671859190941	1.30146473208475	-0.0529919745182943	0.957738302137102	0.999076998952386
Solyc07g024000.3	628.20908709428	-0.404665997894782	0.302241411179798	-1.33888336583386	0.180608645644315	0.86502662910779
Solyc07g024010.2	0.0588681389033779	-1.14353122633841	4.85677794710338	-0.235450588598646	0.813859025439533	NA
Solyc07g024020.2	1.88573095638269	-0.452612480468397	1.4660169186287	-0.308736191729471	0.757522210811825	NA
Solyc07g024030.3	1.3057454027224	-0.974095545371639	2.12868627250826	-0.457604090349983	0.64723690430259	NA
Solyc07g160360.1	67.8876550559505	-2.14798385981476	0.572248288571914	-3.75358721504472	0.00017432184131384	0.0182331006096785
Solyc07g024045.1	0.264341208937713	0	4.85677794710338	0	1	NA
Solyc07g024070.3	74.9302323723818	-0.0258399024766172	0.329090855545456	-0.0785190534504173	0.937415174550185	0.999076998952386
Solyc07g160840.1	0	NA	NA	NA	NA	NA
Solyc07g024080.3	0	NA	NA	NA	NA	NA
Solyc07g024090.1	0	NA	NA	NA	NA	NA
Solyc07g025090.1	19.4092060353632	-0.8204205624485	0.532890438866513	-1.53956705283281	0.123665921678437	0.793387517685939
Solyc07g025100.1	0	NA	NA	NA	NA	NA
Solyc07g025110.1	13.6250963683612	-0.419707658698908	0.68480140347214	-0.612889600650451	0.53994933992482	0.98629783041321
Solyc07g025105.2	79.5216106167216	-0.149896678016942	0.419062623174244	-0.357695174247539	0.720571444886203	0.999076998952386
Solyc07g160850.1	0	NA	NA	NA	NA	NA
Solyc07g025120.1	0.926861559784925	1.30064598298296	2.71082907826188	0.479796381635725	0.631372186010933	NA
Solyc07g160870.1	0	NA	NA	NA	NA	NA
Solyc07g160860.1	0	NA	NA	NA	NA	NA
Solyc07g160890.1	0	NA	NA	NA	NA	NA
Solyc07g160880.1	0.053318661737665	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc07g025140.5	29.1034817789589	-0.795977572323158	0.702499959154168	-1.13306422577097	0.257187283120408	0.922716922023759
Solyc07g025170.3	284.805960391445	0.0135970917443169	0.266849413591388	0.0509541750956865	0.959362036056794	0.999076998952386
Solyc07g025180.2	0	NA	NA	NA	NA	NA
Solyc07g160900.1	1.24857404039261	-2.5279389863325	2.15417247167168	-1.17350816593194	0.240592084143336	NA
Solyc07g025200.1	426.403153034062	-0.10624707005927	0.169203981506857	-0.627922990423034	0.530054389375785	0.98301601048539
Solyc07g025210.3	125.829772201387	-0.134941169661921	0.480266331107693	-0.280971537918743	0.77873223026162	0.999076998952386
Solyc07g025220.1	0	NA	NA	NA	NA	NA
Solyc07g160910.1	0	NA	NA	NA	NA	NA
Solyc07g160030.1	0.123360433029393	-1.14353122633841	4.85677794710338	-0.235450588598645	0.813859025439533	NA
Solyc07g025230.2	290.510989219579	0.0102937702391108	0.196727623809478	0.052324986393776	0.958269744320883	0.999076998952386
Solyc07g025250.3	65.628195789032	-0.230963568946471	0.38554825083161	-0.599052306548643	0.549138004553572	0.988490266600906
Solyc07g150124.1	0.605914490360605	1.78561270534047	4.81322190426795	0.370980756934797	0.710651864393376	NA
Solyc07g025280.1	0	NA	NA	NA	NA	NA
Solyc07g160920.1	0.62587012094003	-1.14353122633841	4.85677794710338	-0.235450588598645	0.813859025439533	NA
Solyc07g025290.1	0.194665497788663	0	4.85677794710338	0	1	NA
Solyc07g160370.1	0	NA	NA	NA	NA	NA
Solyc07g160930.1	0	NA	NA	NA	NA	NA
Solyc07g025370.3	875.959695900632	0.148340041836103	0.136505191283895	1.08669890456836	0.277169898290571	0.932487780348091
Solyc07g025380.3	438.103768162541	9.2381698779499e-05	0.296097380472777	0.000311997690192306	0.999751061864028	1
Solyc07g025385.1	0	NA	NA	NA	NA	NA
Solyc07g025400.4	614.222084170722	0.144336384319967	0.363996787160798	0.3965320283341	0.691712584946011	0.997075158114377
Solyc07g025410.1	0.32337004019042	-2.16855521116476	4.81329832092877	-0.450534138251028	0.652325344394937	NA
Solyc07g160940.1	0	NA	NA	NA	NA	NA
Solyc07g025430.1	0	NA	NA	NA	NA	NA
Solyc07g025453.1	56.6697895591479	-0.100596137474669	0.295841924375634	-0.340033406985756	0.733831370127621	0.999076998952386
Solyc07g025457.1	28.1933790153552	-0.146391937794027	0.665763317146629	-0.219885857366614	0.825960050960495	0.999076998952386
Solyc07g025510.5	451.641588422715	-0.0941998072834505	0.221603779308372	-0.425082133425022	0.670776801854097	0.997075158114377
Solyc07g025520.3	116.985630693343	-0.390559245708117	0.859463549202991	-0.454422117226839	0.649525036432981	0.996638030822024
Solyc07g025530.1	13.7582350037277	-0.745339080832307	1.10802620917687	-0.672672789379239	0.501155482416199	0.977211747696116
Solyc07g160950.1	0	NA	NA	NA	NA	NA
Solyc07g026540.1	0	NA	NA	NA	NA	NA
Solyc07g026560.4	0.184525508449193	-1.14353122633841	4.85677794710338	-0.235450588598646	0.813859025439533	NA
Solyc07g026570.1	0.331436390662225	0	4.85677794710338	0	1	NA
Solyc07g026600.1	0	NA	NA	NA	NA	NA
Solyc07g026605.1	0	NA	NA	NA	NA	NA
Solyc07g026630.1	10.6323610876224	-0.684436540197916	0.58979549549234	-1.16046417008759	0.245859873479956	0.920101243852083
Solyc07g160040.1	0	NA	NA	NA	NA	NA
Solyc07g026640.3	77.8464091420966	-0.254356894753558	0.313051291762867	-0.812508689298848	0.416499802643691	0.97140773976318
Solyc07g160960.1	0	NA	NA	NA	NA	NA
Solyc07g160970.1	0	NA	NA	NA	NA	NA
Solyc07g026650.3	214.240594065176	1.82211928652671	1.10926304717457	1.64263949039668	0.10045754507738	0.747078932051536
Solyc07g026670.5	636.334132694076	-0.00973971615519183	0.162682656842069	-0.05986941905336	0.952259636249514	0.999076998952386
Solyc07g026680.2	246.068816372016	-0.911274022040873	0.32118414178641	-2.8372323022314	0.00455064892976521	0.17034512640873
Solyc07g026690.1	0	NA	NA	NA	NA	NA
Solyc07g026700.1	0	NA	NA	NA	NA	NA
Solyc07g160980.1	0	NA	NA	NA	NA	NA
Solyc07g026705.1	14.7979036468325	-0.0682603022410985	0.937355628971803	-0.0728222033679726	0.94194760213126	0.999076998952386
Solyc07g026710.3	49.4169544204953	-0.0780435536150046	0.655467325712804	-0.119065513342155	0.905223452705322	0.999076998952386
Solyc07g026720.3	25.3953872962714	0.494753908519339	0.424042120129851	1.1667565202434	0.243308710442642	0.917643370042645
Solyc07g026730.1	17.8260461875276	-0.268547064062393	0.588791763751694	-0.45609854042667	0.648319119705889	0.995880547996613
Solyc07g026740.1	7.8136631779565	-0.20064769021589	0.902646811031029	-0.222288150541078	0.82408957587032	0.999076998952386
Solyc07g160990.1	0.27105080163504	-2.40416523346122	4.7981810342479	-0.501057633361695	0.61633056239397	NA
Solyc07g026770.3	4075.95339505201	0.200084244619207	0.244724984021958	0.817588140495105	0.413592401656138	0.971027764866512
Solyc07g026780.1	0	NA	NA	NA	NA	NA
Solyc07g026800.1	0	NA	NA	NA	NA	NA
Solyc07g026810.3	1987.54068310709	-0.218667106007027	0.172384864181455	-1.26848205058685	0.204625856697396	0.885280956335998
Solyc07g026860.4	0	NA	NA	NA	NA	NA
Solyc07g026865.1	4.49033342202762	-2.20122979882328	2.21694376791784	-0.992911877458522	0.320752901022255	0.948629143022603
Solyc07g026870.1	0	NA	NA	NA	NA	NA
Solyc07g026873.2	18.8840710684067	0.813760275877765	0.814251920216241	0.999396201192445	0.317602799348757	0.948629143022603
Solyc07g026890.1	0	NA	NA	NA	NA	NA
Solyc07g026900.1	17.7419371867236	-0.258380622933885	0.897862324146139	-0.287773098375192	0.773520431057866	0.999076998952386
Solyc07g026910.3	0	NA	NA	NA	NA	NA
Solyc07g026915.1	0.0762126002291614	0	4.85677794710338	0	1	NA
Solyc07g026920.1	0	NA	NA	NA	NA	NA
Solyc07g026930.3	2.36835983360547	1.74645465716478	1.75096309835608	0.997425164930352	0.318558181487395	NA
Solyc07g026960.3	3040.15131384431	-0.00258834413468744	0.108771871240437	-0.0237960798611801	0.981015266983029	0.99911743370685
Solyc07g026970.2	0	NA	NA	NA	NA	NA
Solyc07g161000.1	0	NA	NA	NA	NA	NA
Solyc07g161030.1	0.381063001145807	0	4.85677794710338	0	1	NA
Solyc07g161010.1	0	NA	NA	NA	NA	NA
Solyc07g161020.1	9.62363785335419	0.083381807062472	0.926763450713088	0.089970970476139	0.928310283451441	0.999076998952386
Solyc07g026990.1	0	NA	NA	NA	NA	NA
Solyc07g027000.1	0	NA	NA	NA	NA	NA
Solyc07g027010.1	0	NA	NA	NA	NA	NA
Solyc07g027020.4	1003.06780891145	-0.392345223839016	0.154607388025854	-2.53768742133725	0.011158760061939	0.282667831613649
Solyc07g161060.1	0	NA	NA	NA	NA	NA
Solyc07g161070.1	0	NA	NA	NA	NA	NA
Solyc07g161040.1	0	NA	NA	NA	NA	NA
Solyc07g161050.1	0	NA	NA	NA	NA	NA
Solyc07g032020.3	0.133295054575514	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc07g161080.1	0	NA	NA	NA	NA	NA
Solyc07g032027.1	1.87244926894248	-0.372611403373521	1.79063357939141	-0.208089140995649	0.83515936581219	NA
Solyc07g032050.1	0	NA	NA	NA	NA	NA
Solyc07g032070.3	3.7706426456648	0.202157610187584	1.52376753567626	0.132669587357933	0.894454695977891	0.999076998952386
Solyc07g161090.1	0	NA	NA	NA	NA	NA
Solyc07g032080.3	10.401466431125	0.00377758090478041	0.746655899076058	0.00505933310036784	0.995963253452599	0.999816728329297
Solyc07g032090.4	1558.60379911152	-0.088196809854563	0.225797468448904	-0.390601411346298	0.696091882256495	0.997176629388868
Solyc07g032100.3	1224.11988353563	-0.196356043974238	0.301939695047809	-0.650315434488159	0.515488489259767	0.980059756595645
Solyc07g032110.3	678.855948281072	-0.0483813156829798	0.123220452863435	-0.392640300848438	0.6945851694158	0.997075158114377
Solyc07g032130.1	0	NA	NA	NA	NA	NA
Solyc07g032140.3	1.79334752895579	-4.59819109260578	2.2097115422891	-2.08090106088797	0.037442963037472	NA
Solyc07g032150.3	108.213324571471	-0.0870637742459901	0.299715282100076	-0.290488271522035	0.771442722119136	0.999076998952386
Solyc07g032170.3	443.296336890677	-0.224030506348848	0.513043047519238	-0.436669997638838	0.662350690649747	0.997075158114377
Solyc07g032180.3	1093.49661842216	0.0951427618088017	0.197307909500977	0.482204499806587	0.629660680583455	0.993196000957492
Solyc07g160380.1	0	NA	NA	NA	NA	NA
Solyc07g032220.3	1331.58358471723	0.0041716290197296	0.182458421816563	0.0228634500846643	0.981759195376247	0.999326776278352
Solyc07g032230.3	2201.23960247071	0.0481765657759758	0.494783466400878	0.0973689887546539	0.922433371071599	0.999076998952386
Solyc07g032240.3	449.916778562089	-0.173323407424155	0.186958083809209	-0.927070944955939	0.353889700495	0.961661380847274
Solyc07g032250.4	443.688652482073	0.246474983311027	0.277646310240675	0.887730087597319	0.374685957388017	0.965312101298947
Solyc07g032260.3	1265.59846953551	-0.165573132543263	0.155850643370166	-1.06238337528068	0.288061677865864	0.938115567225771
Solyc07g160050.1	0	NA	NA	NA	NA	NA
Solyc07g160390.1	0	NA	NA	NA	NA	NA
Solyc07g032300.1	0	NA	NA	NA	NA	NA
Solyc07g032310.1	0.0580537204820098	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc07g160400.1	0	NA	NA	NA	NA	NA
Solyc07g161970.1	0	NA	NA	NA	NA	NA
Solyc07g032370.1	0	NA	NA	NA	NA	NA
Solyc07g161100.1	0	NA	NA	NA	NA	NA
Solyc07g032380.4	16.1459806448728	1.94994480621024	1.36177465890706	1.43191444594456	0.152168307434303	0.832889715605848
Solyc07g032390.2	1.91427630274579	-0.146182120924177	1.74308988942367	-0.0838637879842844	0.933164731100762	NA
Solyc07g032395.1	0	NA	NA	NA	NA	NA
Solyc07g161110.1	0.593659759604355	0	4.85677794710338	0	1	NA
Solyc07g032420.3	0	NA	NA	NA	NA	NA
Solyc07g032430.1	0	NA	NA	NA	NA	NA
Solyc07g032450.1	0	NA	NA	NA	NA	NA
Solyc07g032470.1	2.92510601772871	-1.40163903240046	1.59002412293844	-0.881520608511378	0.378036104651572	0.965312101298947
Solyc07g032480.3	1560.7088164049	-0.165518919720278	0.19709730978131	-0.839782744391235	0.401030210166263	0.967288276317074
Solyc07g032490.3	0.878150434283571	-1.8650120600996	3.71033831515828	-0.502652831543757	0.615208377917119	NA
Solyc07g032510.3	330.229394511467	0.175590019891741	0.268444060485271	0.654102830862878	0.513045557794933	0.980059756595645
