baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Solyc08g076700.1	20.5485260500138	-0.430792836742779	0.692155159257262	-0.622393448898156	0.533683187059	0.984408729265929
Solyc08g076710.3	42.9083604384479	-0.0782552088393018	0.491717089618697	-0.159146815295732	0.873553204933852	0.999076998952386
Solyc08g076730.5	2212.29261328331	-0.840636276529668	0.310508251097604	-2.70729126700541	0.00678347133891182	0.209140481093878
Solyc08g076740.4	309.28475818852	0.0999765800763194	0.199718260803511	0.500588076794238	0.616661055450554	0.992086474026171
Solyc08g076760.1	1.16012807907511	0.833402948217107	2.39368035871741	0.348168018834254	0.727714004247598	NA
Solyc08g076780.2	6.0986565510993	-0.587055464705104	1.15959845029518	-0.506257545062831	0.61267586254989	0.991508310324054
Solyc08g076790.3	35.4123286146861	-0.0632339028487722	0.540994798375558	-0.11688449323107	0.906951586525173	0.999076998952386
Solyc08g076800.4	0.918103052908146	0.780046517809871	2.35136117221234	0.331742535782346	0.74008367888195	NA
Solyc08g076810.4	170.991750119998	-0.024940427776055	0.205141101592982	-0.121576941833621	0.90323407575223	0.999076998952386
Solyc08g076820.3	10.0978954888373	-0.944619253448236	1.23039487251783	-0.767736662877346	0.442643649966796	0.975385872995909
Solyc08g076830.1	73.8679906510988	0.0956276669419135	0.364149602787442	0.262605440758183	0.792854706092861	0.999076998952386
Solyc08g076840.3	215.951025422224	-0.105450182584206	0.198122104945537	-0.532248446548626	0.594553932919008	0.99048330820363
Solyc08g076850.3	63.301348599527	0.00901451167076736	0.264682857074599	0.0340577843627655	0.972831072137837	0.99911743370685
Solyc08g076860.3	5727.90814849761	-0.149857733024052	0.291301571393041	-0.514441897128851	0.606943073193584	0.990604486885805
Solyc08g076870.1	206.112253782785	-0.235185323594554	0.301986204146702	-0.778794926275184	0.43610052698573	0.975055904625589
Solyc08g076880.3	3004.05045992446	0.511320163084595	0.46400378040436	1.10197413184651	0.270472917847901	0.928773262110046
Solyc08g076883.1	43.0135501692607	-7.18161190576317	0.876930878069894	-8.18948458237637	2.6234723087357e-16	8.50642157019632e-13
Solyc08g076887.1	69.8129980368565	0.907035324755435	0.684185152389533	1.32571617724762	0.184933726898432	0.867534426982696
Solyc08g076910.3	359.480768208347	0.0571655743266603	0.303258184198511	0.18850463830925	0.850481079851186	0.999076998952386
Solyc08g076920.3	1336.38359442005	0.0940151797098504	0.123299982593493	0.762491427268146	0.445766757725757	0.976330482795946
Solyc08g076930.1	2939.51227250146	0.0249715258244742	0.328299529867197	0.0760632396719411	0.939368785874916	0.999076998952386
Solyc08g076940.1	0.982419456132398	1.97765967605364	2.40169759539177	0.823442418332873	0.410256449418323	NA
Solyc08g076950.3	281.441746968636	-0.227393051137348	0.226245329920951	-1.00507290566748	0.314861745481296	0.94802970131079
Solyc08g076960.1	982.587305714026	0.453146551963036	0.333045954402923	1.3606126901479	0.173636119121831	0.856603130688235
Solyc08g076970.3	5.42154256014777	0.353237397832959	0.922097486972524	0.383080317237092	0.701660213081034	0.997609116838616
Solyc08g076980.4	10.5200252247235	0.150587531204107	0.844408948321214	0.178334835867731	0.858460022218499	0.999076998952386
Solyc08g076990.3	1262.69513839268	0.0622093000031254	0.145247175260352	0.428299551379342	0.668433045510333	0.997075158114377
Solyc08g077000.1	51.3519216386808	0.240035479972237	0.549036417467739	0.437194095574437	0.661970591401478	0.997075158114377
Solyc08g077010.1	709.238319273898	0.359148844175033	0.2244819677359	1.59990064145182	0.109620627017405	0.765840011168058
Solyc08g077020.1	626.272253316243	-0.338657392233432	0.740556759656266	-0.457301061421169	0.647454666905146	0.99561536276123
Solyc08g077030.5	473.43738174698	-0.214726116689655	0.205995485071607	-1.04238263578939	0.297234313749533	0.941882625624486
Solyc08g077040.3	611.342570458703	-0.020407354516651	0.187086738670585	-0.109079642211217	0.913139321691131	0.999076998952386
Solyc08g077050.3	191.340619037743	0.345293258598113	0.242895047367414	1.42157389514742	0.155149987533606	0.835850763600818
Solyc08g077060.3	55.8251038202376	0.545683878443733	0.59117050083935	0.923056677674149	0.355977669568864	0.962750870675814
Solyc08g077070.3	12.8458526358476	0.491922665879833	0.535797788322803	0.918112535364673	0.35855995281617	0.964086033717427
Solyc08g077080.1	63.8980101243501	0.0756481231569457	0.510031438835048	0.148320510064501	0.882089829687909	0.999076998952386
Solyc08g077090.3	225.978098619088	0.143550404114786	0.178952216878688	0.802171700460682	0.42245364397851	0.972999876716225
Solyc08g077100.3	32.0873334099502	0.248992957459724	0.479058236117482	0.519755091735155	0.603234283355262	0.990558678387614
Solyc08g077110.4	196.806396285079	-0.348886200250784	0.401561054147492	-0.868824794255668	0.384942969341694	0.965629325483009
Solyc08g077130.2	63.8758453391065	-0.00508437356639877	0.433366574553777	-0.0117322697802293	0.990639217825618	0.999816728329297
Solyc08g077140.1	112.86402047803	-0.107594421352716	0.438289905492673	-0.24548687981251	0.806079465822988	0.999076998952386
Solyc08g077150.3	813.243450697616	-0.127009228299909	0.195751817860479	-0.648827835613942	0.516449663347062	0.980473083181848
Solyc08g077170.3	22.8385411480072	1.93452918706447	0.94065157035637	2.05658423164229	0.0397262362931484	0.535431345098331
Solyc08g077180.3	616.852932290176	0.309591232160842	0.233160012797612	1.3278058636477	0.184242249359518	0.8666831779716
Solyc08g077190.1	7.2692920615611	0.130499228223316	0.895106952953296	0.145791771355088	0.884085772002608	0.999076998952386
Solyc08g077200.4	344.047660361905	0.0640396469188233	0.133774723140009	0.478712610392019	0.632143093442564	0.99334937953169
Solyc08g077220.3	4076.64890375522	0.0632696953985644	0.210601686723026	0.30042349794555	0.7638541422389	0.999076998952386
Solyc08g077230.3	84.9481109615453	-0.202698288188534	0.449295609109403	-0.45114682645202	0.651883730381945	0.997075158114377
Solyc08g077240.3	4323.7050863749	0.00699560397585044	0.243326859113537	0.0287498223637789	0.977064120270936	0.99911743370685
Solyc08g077250.4	425.284121220978	-0.000470395805751739	0.133808943480047	-0.00351542874129249	0.997195099459993	0.999816728329297
Solyc08g077260.3	706.275969693334	-0.0146872670369049	0.186615003183534	-0.0787035703793876	0.937268405539947	0.999076998952386
Solyc08g077270.4	270.756306929213	0.165797147618864	0.203114544907585	0.816274125982951	0.414343369346316	0.971176907095528
Solyc08g077280.1	467.64591437235	0.0800969008167065	0.273015498984062	0.293378585152714	0.76923279224335	0.999076998952386
Solyc08g077290.1	382.187231226315	-0.047982742599566	0.157311341306524	-0.305017694217423	0.760352676036532	0.999076998952386
Solyc08g077300.3	624.015198062435	0.31875975466004	0.393646948653331	0.809760511927043	0.418077831939835	0.972145533402156
Solyc08g077310.3	1989.69324968303	-0.333237856235115	0.216692839879276	-1.53783510530744	0.124088937721188	0.794260185972306
Solyc08g077330.3	33.6650812780982	-1.20415984936046	0.588403921243343	-2.04648508598648	0.0407086683285668	0.53991613887438
Solyc08g077340.2	136.950625823415	-0.31643703037227	0.255605611359884	-1.23798937233321	0.215720001508999	0.895522448859871
Solyc08g077350.3	1016.18855629145	-0.0525621589913498	0.224493731972329	-0.234136421224574	0.814879071592079	0.999076998952386
Solyc08g077360.3	27.0988916411363	0.944789898525205	0.833228222469045	1.13389089933317	0.256840315016939	0.922240474148921
Solyc08g077370.4	219.171728108962	-1.54747001973467	0.352636592434542	-4.3882854273608	1.1424777534818e-05	0.00217906030006524
Solyc08g077380.4	0.145393432089224	-2.16855551243745	4.81329908731513	-0.4505341291075	0.652325350986328	NA
Solyc08g077385.1	201.100333722128	-0.151983722169325	0.266659635546897	-0.569953985940236	0.568708907474746	0.989055347530816
Solyc08g077400.3	5.33083219665907	0.263228351440496	0.938874594455119	0.280365826272317	0.779196852748909	0.999076998952386
Solyc08g077410.5	3.46540917262971	0.500604068612313	1.21961084804249	0.410462131765878	0.681466976756097	0.997075158114377
Solyc08g077420.3	1694.80287540034	-0.445886839993059	0.196732077365302	-2.26646740056078	0.0234227809302757	0.40706497609071
Solyc08g077430.3	768.998173452354	-0.221013079715896	0.362692187236331	-0.609368184630576	0.542280421252429	0.987259983708548
Solyc08g077440.3	3249.00740040291	-0.27800164875702	0.30113483766291	-0.923179964545366	0.355913428105052	0.962750870675814
Solyc08g077450.4	563.909033560354	-0.129154319656765	0.159146146267999	-0.81154537942296	0.417052543801992	0.971952108704569
Solyc08g077460.3	1206.5731193354	-0.102511543726617	0.21845078823614	-0.469266073857353	0.638879461975145	0.995055753416811
Solyc08g077470.5	284.647073890007	-0.131136018407414	0.211589151805533	-0.619767210598481	0.53541105907159	0.985262267532665
Solyc08g077480.5	1796.48971051027	0.217547379519293	0.361707922493074	0.601444884092797	0.547543711260107	0.988490266600906
Solyc08g077490.2	143.127624438031	-0.0638008160654625	0.331671786356905	-0.192361300206608	0.847459204221325	0.999076998952386
Solyc08g077500.4	925.092618305266	-0.345817130011064	0.273997633677403	-1.26211721382317	0.206906612015362	0.888840077218766
Solyc08g077510.4	1880.44625568625	-0.0490045887456398	0.245948493674203	-0.199247362785454	0.842069251938589	0.999076998952386
Solyc08g077520.3	719.500453659988	0.0981767265597365	0.128412406404084	0.764542378022239	0.444544092591892	0.976154126245456
Solyc08g077530.4	170.568574733623	0.463536787837626	0.574280618893853	0.807160772255321	0.419573862876095	0.972511417591325
Solyc08g077540.2	131.959266671837	0.113842899649854	0.266973277573092	0.426420579185818	0.669801408512127	0.997075158114377
Solyc08g077550.3	362.364489769914	0.191676587510125	0.224598474033276	0.853418921634023	0.393427032151099	0.96625355548347
Solyc08g077560.4	194.376414662966	0.726498929178119	0.62111011502446	1.16967814821291	0.242130515106298	0.916397582352452
Solyc08g077570.3	0.0591681054917632	0	4.85677794710338	0	1	NA
Solyc08g077575.2	0	NA	NA	NA	NA	NA
Solyc08g077590.1	0	NA	NA	NA	NA	NA
Solyc08g077600.1	0	NA	NA	NA	NA	NA
Solyc08g077610.3	0.134935562487896	0	4.85677794710338	0	1	NA
Solyc08g077620.1	0	NA	NA	NA	NA	NA
Solyc08g077630.3	0.059729935300767	0	4.85677794710338	0	1	NA
Solyc08g077640.3	0.373523596897525	-1.90353303751448	3.98745561077817	-0.477380370672763	0.633091289384845	NA
Solyc08g077650.1	0.164237796333029	0.780039474104671	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc08g077660.1	0.237518792656346	-0.936425667317863	4.82988319071185	-0.193881638611605	0.846268561160268	NA
Solyc08g077670.3	0.872213835886452	-0.134717941322594	2.62720341572404	-0.0512780778664854	0.959103936447116	NA
Solyc08g077680.3	1978.3140455619	0.641895483014484	0.296277781849348	2.16653263369197	0.0302705089248725	0.466735838121741
Solyc08g077690.3	557.45801197544	-0.258477680400251	0.189951485780989	-1.36075629699612	0.173590717090473	0.856603130688235
Solyc08g077700.3	11.4839774851849	-0.547696386815552	1.13944477073391	-0.480669533866731	0.63075138742344	0.993196000957492
Solyc08g077710.3	3993.44515636355	0.186776176543855	0.228768544233956	0.81644168856031	0.414247561421098	0.971176907095528
Solyc08g077720.3	5558.78887951004	0.208301656229804	0.292691391795307	0.711676742360361	0.476664972917302	0.976653193216645
Solyc08g077730.3	795.61478961017	-0.169150998605499	0.245767007125329	-0.688257551670637	0.491290607600069	0.977211747696116
Solyc08g077740.1	72.5947735549406	-2.11427299686743	0.541037255805964	-3.90781406304058	9.31349355481069e-05	0.0112440618730605
Solyc08g077750.5	897.292656899861	-0.0589312812916941	0.113458535466752	-0.519408090799512	0.603476190415799	0.990558678387614
Solyc08g077760.3	4.18816801362086	-0.431032702696077	1.30031709182352	-0.331482763247857	0.740279858675138	0.999076998952386
Solyc08g077770.3	821.680691976454	0.100362776216909	0.218659753247625	0.458990622308309	0.646240900311098	0.995610305403132
Solyc08g077780.3	2866.72547472642	0.854687623507182	0.336661227906975	2.53871712172138	0.0111259742240027	0.282284969210611
Solyc08g077790.3	1727.46370312124	-0.205768417995217	0.14368777657291	-1.43205234921849	0.152128840115847	0.832889715605848
Solyc08g077800.5	435.433838906089	-0.373707946762632	0.152860030193066	-2.44477216372801	0.0144943673802446	0.326367714711719
Solyc08g077810.2	21.8285779090029	1.01614500588928	0.671180961283379	1.51396577749508	0.130034519477163	0.800703605147359
Solyc08g077820.4	30.4728335921216	1.84803145450602	0.533134041748257	3.46635425576266	0.000527567668250201	0.0435425576955448
Solyc08g077825.1	40.611479069864	-0.129252140348137	0.551449669736837	-0.234386105281048	0.814685244628702	0.999076998952386
Solyc08g077830.1	427.930556145434	-0.01890613517318	0.153696107744919	-0.123009850090397	0.902099297963692	0.999076998952386
Solyc08g077840.3	117.648251703328	0.0317681589192346	0.309323189481469	0.102702157482887	0.918199361277985	0.999076998952386
Solyc08g077850.2	340.132443072947	0.0675926564729458	0.34277035185665	0.19719516611289	0.843674813232015	0.999076998952386
Solyc08g077860.4	8.23261854004462	1.1022601380626	0.838657982840934	1.31431425040363	0.188740473633755	0.871460266757545
Solyc08g077870.4	119.91858708659	0.48276976334393	0.445967111871963	1.08252324104683	0.279020094067496	0.934632297200476
Solyc08g077880.3	480.988373835373	0.509349277950284	0.253286560217113	2.0109605401632	0.0443296248628562	0.55199505201238
Solyc08g077890.3	1850.63987961649	-0.0102738193022368	0.16126454597035	-0.0637078611446667	0.949202845176841	0.999076998952386
Solyc08g077900.3	14715.5721561302	0.0245732223091206	0.355294821340178	0.0691629059394391	0.944859949146026	0.999076998952386
Solyc08g161680.1	0.510271486758887	-1.90576117403953	3.74813846300552	-0.508455382011516	0.611134021978643	NA
Solyc08g077910.3	1375.11274860426	-2.92632409550929	0.71805648900598	-4.07533967078308	4.59472301304531e-05	0.00628231495343912
Solyc08g077920.3	737.756472090673	0.0288200605593899	0.16976536328608	0.169764079088522	0.865195677545564	0.999076998952386
Solyc08g077930.3	1416.14313717333	0.0461397130204708	0.136087634180263	0.339044126223502	0.734576488802318	0.999076998952386
Solyc08g077940.2	1.51231539107577	0.465115340145568	2.42744683523739	0.191606808187864	0.84805020916714	NA
Solyc08g077950.1	383.281539451143	-0.079575854635807	0.25155430641596	-0.31633668200545	0.751746971363192	0.999076998952386
Solyc08g077960.3	648.009899154226	-0.311466552799291	0.18658243984827	-1.66932404278011	0.0950531778818738	0.728919798702891
Solyc08g077970.2	322.181735701993	-0.0427432400999896	0.280540753283807	-0.152360181541071	0.87890286089317	0.999076998952386
Solyc08g077980.4	4153.33731913295	-0.0935400614489917	0.237095611930523	-0.394524642136364	0.693193737667394	0.997075158114377
Solyc08g077990.3	96.186815478389	0.290216458171763	0.50786792387118	0.571440810751766	0.567700871687559	0.989055347530816
Solyc08g078000.3	552.942085583431	0.169887383240564	0.225713745432851	0.752667423575695	0.451649790390959	0.976330482795946
Solyc08g078010.3	158.29372221812	0.13813750766696	0.247012259430575	0.559233408031654	0.576002435822933	0.990178563446412
Solyc08g078020.1	64.0655698068329	-0.311729223412831	0.566376883074466	-0.550391855191317	0.582050633884209	0.990178563446412
Solyc08g078030.5	117.06325422271	0.214200307219727	0.457851992140577	0.467837447246403	0.639900839035221	0.995055753416811
Solyc08g078040.4	319.849747431844	0.10912835558062	0.306075449812576	0.356540701475547	0.721435676697047	0.999076998952386
Solyc08g078060.3	1754.78003048867	0.68986169481601	0.44479795006385	1.55095520273189	0.120912419825987	0.787474660772003
Solyc08g078070.5	3301.61237456072	0.589453049113202	0.253482179497673	2.3254220485295	0.0200494036428063	0.381182495269686
Solyc08g078080.2	64.7668699463725	0.650508241972334	0.305532303913597	2.12909808108636	0.0332461465049942	0.490362157501695
Solyc08g078090.1	319.945899413942	2.25652433043617	0.55457217919096	4.06894614462648	4.7226260767529e-05	0.00641852958467428
Solyc08g078100.1	59.9297073832681	-0.178624237737598	0.404034715906394	-0.442101212359635	0.658415967140044	0.997075158114377
Solyc08g078110.1	0.165467996507296	0	4.85677794710338	0	1	NA
Solyc08g078120.2	3.55447895723316	-0.313699452700983	1.1723642847014	-0.267578479483349	0.789023797971728	0.999076998952386
Solyc08g078130.4	595.254021899819	-0.463552955202508	0.22490166886738	-2.06113612912253	0.0392900548651633	0.53290291583369
Solyc08g078140.3	63.0910109473483	-0.471212498181518	0.329970811632254	-1.42804297098458	0.15327949053877	0.834498207682234
Solyc08g078150.1	223.897045175875	0.0356731549064595	0.269934255543331	0.132154975420425	0.894861713089412	0.999076998952386
Solyc08g078160.3	3.95093236414961	-0.519431041019289	0.887889013212414	-0.585017984556391	0.558535624035749	0.988541486363799
